Wavelength [nm],Background nominal [29 yrs],Modulation nominal [25% 29 yrs],Modulation nominal [50% 29 yrs],Modulation nominal [100% 29 yrs],Modulation nominal [200% 29 yrs],Modulation nominal [400% 29 yrs],Background validated [32 yrs],Modulation validated [25% 32 yrs],Modulation validated [50% 32 yrs],Modulation validated [100% 32 yrs],Modulation validated [200% 32 yrs],Modulation validated [400% 32 yrs]
574,0.0002085,0.00092504,0.0016416,0.0030747,0.0059408,0.011673,0.00025766,0.00095116,0.0016007,0.0028852,0.0053788,0.010801
576,0.00026683,0.0010807,0.0018946,0.0035224,0.006778,0.013289,0.00032378,0.0011014,0.001847,0.0033196,0.006176,0.01236
578,0.00034778,0.0012228,0.0020978,0.0038478,0.0073479,0.014348,0.000406,0.0012312,0.002041,0.0036444,0.0067728,0.013495
580,0.0004493,0.0013635,0.0022777,0.0041062,0.007763,0.015077,0.0005099,0.0013616,0.002213,0.0039088,0.007252,0.01436
582,0.00056954,0.0014967,0.0024239,0.0042782,0.0079869,0.015404,0.00063036,0.0014904,0.0023622,0.0041078,0.0076132,0.014951
584,0.00071349,0.0016232,0.0025329,0.0043523,0.0079912,0.015269,0.00076262,0.0016095,0.0024756,0.0042252,0.007839,0.015257
586,0.00089104,0.0017649,0.0026388,0.0043866,0.0078823,0.014873,0.00092546,0.0017417,0.0025794,0.0042854,0.0079266,0.015252
588,0.0010646,0.0019065,0.0027484,0.0044323,0.0077999,0.014535,0.0010798,0.0018702,0.0026812,0.0043364,0.0079286,0.01506
590,0.0012605,0.0020642,0.0028678,0.0044751,0.0076897,0.014119,0.0012425,0.0020046,0.0027842,0.0043816,0.0078762,0.014738
592,0.0014728,0.0022394,0.003006,0.0045391,0.0076055,0.013738,0.0014228,0.0021548,0.0029002,0.0044352,0.0077934,0.014341
594,0.0016988,0.0024286,0.0031585,0.0046183,0.0075378,0.013377,0.0016167,0.0023184,0.0030298,0.0044998,0.007697,0.013903
596,0.0019745,0.0026545,0.0033345,0.0046945,0.0074145,0.012854,0.0018503,0.0025124,0.0031816,0.0045736,0.0075712,0.013369
598,0.0022508,0.0028866,0.0035224,0.0047939,0.007337,0.012423,0.0020992,0.0027204,0.0033494,0.0046624,0.0074612,0.012876
600,0.0025377,0.0031288,0.0037198,0.004902,0.0072663,0.011995,0.0023618,0.0029426,0.0035318,0.004765,0.0073604,0.012388
602,0.0028454,0.0033872,0.0039291,0.0050129,0.0071804,0.011515,0.002642,0.0031818,0.00373,0.0048792,0.0072662,0.011904
604,0.00316,0.0036566,0.0041532,0.0051463,0.0071327,0.011105,0.0029364,0.0034342,0.0039426,0.0050034,0.0071794,0.011424
606,0.0034827,0.0039301,0.0043774,0.0052722,0.0070618,0.010641,0.003251,0.0037048,0.00417,0.0051362,0.0070834,0.010902
608,0.0037447,0.0041416,0.0045384,0.0053321,0.0069195,0.010094,0.0035294,0.0039424,0.0043666,0.005243,0.006985,0.010409
610,0.0038844,0.0042361,0.0045879,0.0052913,0.0066981,0.0095118,0.003736,0.0041116,0.0044974,0.0052872,0.0068436,0.0098878
612,0.0038276,0.0041324,0.0044372,0.0050468,0.0062659,0.0087043,0.0037914,0.00413,0.0044768,0.0051812,0.006558,0.0092024
614,0.0035996,0.0038546,0.0041095,0.0046195,0.0056394,0.0076792,0.0036448,0.0039416,0.0042436,0.0048566,0.0060454,0.0082626
616,0.0032387,0.0034443,0.0036499,0.0040611,0.0048836,0.0065285,0.0032966,0.003541,0.0037896,0.0042906,0.0052544,0.0070146
618,0.0027718,0.0029324,0.0030931,0.0034143,0.0040569,0.0053419,0.002848,0.0030408,0.003237,0.0036302,0.00438,0.0057448
620,0.0022728,0.0023932,0.0025137,0.0027547,0.0032366,0.0042004,0.002366,0.0025136,0.0026638,0.002961,0.0035268,0.0045644
622,0.001771,0.0018571,0.0019432,0.0021153,0.0024597,0.0031484,0.0018623,0.001968,0.0020762,0.0022876,0.0026906,0.0034368
624,0.0012424,0.0012975,0.0013526,0.0014629,0.0016833,0.0021242,0.0013517,0.0014214,0.001492,0.0016311,0.0018932,0.0023846
626,0.00078908,0.000817,0.00084492,0.00090076,0.0010124,0.0012358,0.00087684,0.00091362,0.0009531,0.0010284,0.0011703,0.0014368
628,0.00072255,0.00073777,0.00075298,0.00078341,0.00084427,0.00096599,0.00069114,0.00070876,0.0007288,0.0007665,0.0008389,0.00097354
630,0.0010033,0.0010169,0.0010306,0.0010578,0.0011124,0.0012215,0.00087014,0.00088246,0.00089716,0.00092324,0.00097586,0.0010778
632,0.0014561,0.0014726,0.0014891,0.0015222,0.0015882,0.0017203,0.0013083,0.001322,0.0013389,0.0013688,0.0014307,0.0015548
634,0.0019879,0.0020084,0.0020289,0.0020698,0.0021517,0.0023154,0.0018659,0.0018841,0.0019045,0.0019448,0.0020247,0.0021916
636,0.0026367,0.0026617,0.0026866,0.0027365,0.0028364,0.0030361,0.0025158,0.0025384,0.0025658,0.0026154,0.0027162,0.0029292
638,0.0032569,0.0032856,0.0033143,0.0033718,0.0034868,0.0037167,0.0031252,0.0031534,0.0031832,0.003241,0.0033596,0.0036098
640,0.0038498,0.0038815,0.0039132,0.0039766,0.0041035,0.0043572,0.0037012,0.003732,0.0037648,0.00383,0.0039614,0.0042446
642,0.0044092,0.0044433,0.0044774,0.0045456,0.0046821,0.004955,0.0042372,0.0042702,0.0043056,0.0043754,0.0045178,0.0048286
644,0.0048476,0.0048826,0.0049176,0.0049876,0.0051277,0.0054077,0.0046886,0.0047226,0.0047596,0.004833,0.0049806,0.0053014
646,0.0050709,0.0051039,0.0051369,0.0052028,0.0053347,0.0055984,0.0049848,0.0050172,0.005052,0.0051238,0.005267,0.0055668
648,0.005107,0.0051364,0.0051658,0.0052245,0.0053421,0.0055772,0.0050672,0.0050962,0.0051286,0.0051954,0.0053264,0.0055916
650,0.0050882,0.0051144,0.0051407,0.0051931,0.0052979,0.0055077,0.0050486,0.0050752,0.0051028,0.005163,0.0052794,0.0055078
652,0.0049922,0.0050153,0.0050384,0.0050845,0.0051768,0.0053614,0.0049574,0.0049818,0.0050056,0.0050586,0.00516,0.0053566
654,0.0048121,0.0048321,0.0048521,0.004892,0.004972,0.0051319,0.0048336,0.0048544,0.004874,0.0049212,0.0050104,0.0051802
656,0.0045291,0.0045461,0.0045632,0.0045973,0.0046655,0.0048019,0.004647,0.0046656,0.0046826,0.0047226,0.004798,0.0049432
658,0.0041459,0.0041604,0.0041749,0.0042038,0.0042616,0.0043774,0.004361,0.0043762,0.0043904,0.004425,0.0044892,0.0046126
660,0.0036696,0.0036816,0.0036935,0.0037173,0.0037649,0.0038602,0.0039346,0.0039472,0.0039582,0.0039874,0.004041,0.0041374
662,0.003156,0.0031658,0.0031755,0.003195,0.0032341,0.0033121,0.0034228,0.003432,0.0034396,0.0034634,0.0035054,0.0035812
664,0.0025669,0.0025743,0.0025817,0.0025964,0.002626,0.002685,0.0028336,0.0028412,0.002846,0.0028644,0.0028972,0.0029526
666,0.0019632,0.001969,0.0019748,0.0019863,0.0020095,0.0020557,0.0022242,0.00223,0.0022316,0.0022464,0.0022684,0.0023112
668,0.0014282,0.0014323,0.0014365,0.0014448,0.0014614,0.0014947,0.0016721,0.0016744,0.0016756,0.0016862,0.001702,0.0017335
670,0.0009202,0.00092315,0.0009261,0.00093199,0.00094378,0.00096735,0.0011441,0.0011453,0.0011451,0.0011523,0.0011631,0.0011858
672,0.00051181,0.00051392,0.00051603,0.00052025,0.00052868,0.00054555,0.00068938,0.00069094,0.00068952,0.00069474,0.00070188,0.00071734
674,0.00026724,0.00026888,0.00027052,0.00027379,0.00028035,0.00029345,0.00037272,0.00037306,0.00037194,0.00037612,0.00038336,0.00039554
676,0.00018902,0.00019117,0.00019331,0.00019759,0.00020616,0.00022329,0.00025338,0.00025398,0.00025434,0.0002589,0.00026774,0.000282
678,0.00016393,0.00016663,0.00016932,0.00017471,0.00018548,0.00020703,0.00021434,0.00021642,0.0002169,0.00022218,0.00023472,0.0002552
680,0.0001544,0.00015742,0.00016045,0.00016649,0.00017858,0.00020275,0.00019987,0.0002031,0.00020352,0.0002098,0.00022514,0.00025
682,0.00015037,0.00015363,0.00015689,0.00016342,0.00017647,0.00020257,0.00019267,0.00019595,0.00019719,0.00020515,0.00022198,0.00025128
684,0.00014544,0.00014967,0.0001539,0.00016236,0.00017929,0.00021313,0.0001838,0.0001888,0.00019045,0.00019923,0.00021932,0.00025248
686,0.00013659,0.00014095,0.0001453,0.00015401,0.00017143,0.00020627,0.00017373,0.00017939,0.0001815,0.00019063,0.00021168,0.00024904
688,0.00012941,0.00013425,0.0001391,0.00014878,0.00016815,0.0002069,0.00016422,0.00016895,0.0001721,0.00018172,0.0002038,0.00024386
690,0.00012206,0.00012692,0.00013178,0.00014149,0.00016092,0.00019977,0.00015459,0.00016068,0.00016267,0.00017366,0.00019698,0.00023704
692,0.00011315,0.00011849,0.00012383,0.00013452,0.00015589,0.00019863,0.00014382,0.00014858,0.00015326,0.00016335,0.0001891,0.00023074
694,0.00010378,0.00010921,0.00011465,0.00012551,0.00014724,0.00019071,0.00013471,0.00014096,0.00014427,0.00015571,0.00018038,0.0002221
696,9.6802e-05,0.00010202,0.00010723,0.00011766,0.00013851,0.00018022,0.00012793,0.00013299,0.00013777,0.00014794,0.00017333,0.00021622
698,9.0143e-05,9.5517e-05,0.00010089,0.00011164,0.00013314,0.00017614,0.00012181,0.00012847,0.00013418,0.00014252,0.00016727,0.00020816
700,8.558e-05,9.0546e-05,9.5511e-05,0.00010544,0.0001253,0.00016502,0.00011645,0.00012211,0.00012846,0.00013772,0.00016005,0.00020276
702,7.8709e-05,8.4007e-05,8.9305e-05,9.99e-05,0.00012109,0.00016347,0.0001121,0.00011701,0.00012198,0.00013302,0.00015479,0.00019639
704,7.3749e-05,7.9249e-05,8.4748e-05,9.5748e-05,0.00011775,0.00016174,0.00010822,0.00011273,0.00011931,0.00012885,0.0001502,0.00019349
706,7.0738e-05,7.6201e-05,8.1663e-05,9.2588e-05,0.00011444,0.00015814,0.00010427,0.00010789,0.00011541,0.00012615,0.00014546,0.00018764
708,6.81e-05,7.3776e-05,7.9453e-05,9.0805e-05,0.00011351,0.00015892,0.00010066,0.00010436,0.00011171,0.00012181,0.00014301,0.00018476
710,6.6142e-05,7.1579e-05,7.7015e-05,8.7888e-05,0.00010963,0.00015313,9.573e-05,9.8712e-05,0.00010836,0.00011788,0.00013851,0.0001805
712,6.1209e-05,6.7068e-05,7.2927e-05,8.4645e-05,0.00010808,0.00015495,9.2026e-05,9.5634e-05,0.00010446,0.00011421,0.0001353,0.00017971
714,6.0272e-05,6.6328e-05,7.2384e-05,8.4495e-05,0.00010872,0.00015716,8.7234e-05,9.1354e-05,9.919e-05,0.00010946,0.00012987,0.00017453
716,6.3173e-05,6.9568e-05,7.5963e-05,8.8754e-05,0.00011434,0.0001655,8.1812e-05,8.6484e-05,9.3542e-05,0.00010345,0.00012422,0.00016498
718,5.8587e-05,6.4106e-05,6.9626e-05,8.0666e-05,0.00010275,0.00014691,7.7454e-05,8.0536e-05,8.8794e-05,9.787e-05,0.0001163,0.00015769
720,5.3614e-05,5.9242e-05,6.487e-05,7.6126e-05,9.8637e-05,0.00014366,7.2308e-05,7.4802e-05,8.4402e-05,9.149e-05,0.00011011,0.0001497
722,5.2389e-05,5.7691e-05,6.2993e-05,7.3596e-05,9.4803e-05,0.00013722,6.8932e-05,7.186e-05,7.9296e-05,8.542e-05,0.00010324,0.00013952
724,5.1751e-05,5.6875e-05,6.1999e-05,7.2248e-05,9.2744e-05,0.00013374,6.578e-05,6.7272e-05,7.585e-05,8.1492e-05,9.667e-05,0.00012933
726,4.8194e-05,5.2763e-05,5.7333e-05,6.6471e-05,8.4749e-05,0.0001213,6.2472e-05,6.3732e-05,7.0252e-05,7.6128e-05,8.9986e-05,0.00011816
728,4.3817e-05,4.7495e-05,5.1172e-05,5.8528e-05,7.3239e-05,0.00010266,5.6968e-05,5.795e-05,6.5986e-05,7.1058e-05,8.2654e-05,0.00011032
730,4.2212e-05,4.5792e-05,4.9372e-05,5.6532e-05,7.0852e-05,9.9492e-05,5.2566e-05,5.3858e-05,5.728e-05,6.408e-05,7.6912e-05,0.00010225
732,3.818e-05,4.1758e-05,4.5336e-05,5.2492e-05,6.6804e-05,9.5429e-05,4.6974e-05,4.7738e-05,5.0958e-05,5.9676e-05,6.9464e-05,9.3416e-05
734,3.2849e-05,3.6161e-05,3.9474e-05,4.6099e-05,5.9349e-05,8.5848e-05,4.0814e-05,4.2544e-05,4.6718e-05,5.4328e-05,6.267e-05,8.7764e-05
736,3.161e-05,3.4869e-05,3.8127e-05,4.4644e-05,5.7677e-05,8.3744e-05,3.525e-05,3.5694e-05,3.8346e-05,4.5766e-05,5.3504e-05,7.9894e-05
738,2.5315e-05,2.8396e-05,3.1478e-05,3.764e-05,4.9965e-05,7.4614e-05,2.8185e-05,2.9348e-05,3.2458e-05,4.1148e-05,4.9788e-05,6.9786e-05
740,2.4241e-05,2.7128e-05,3.0015e-05,3.5788e-05,4.7335e-05,7.0429e-05,2.4413e-05,2.7896e-05,2.8881e-05,3.7358e-05,4.2778e-05,6.3126e-05
742,2.2731e-05,2.541e-05,2.8088e-05,3.3445e-05,4.416e-05,6.5588e-05,2.2064e-05,2.5663e-05,2.6434e-05,3.498e-05,3.8604e-05,6.1424e-05
744,2.2341e-05,2.4778e-05,2.7215e-05,3.2088e-05,4.1834e-05,6.1327e-05,2.1313e-05,2.5138e-05,2.4845e-05,3.1561e-05,3.8574e-05,6.2266e-05
746,2.0333e-05,2.2507e-05,2.4682e-05,2.903e-05,3.7728e-05,5.5124e-05,2.3744e-05,2.4321e-05,2.5151e-05,3.3148e-05,3.5414e-05,6.1198e-05
748,2.0598e-05,2.2504e-05,2.4409e-05,2.8221e-05,3.5843e-05,5.1088e-05,2.158e-05,2.6093e-05,2.4143e-05,3.2022e-05,3.5264e-05,5.3386e-05
750,2.1124e-05,2.2621e-05,2.4118e-05,2.7112e-05,3.3101e-05,4.5079e-05,2.4745e-05,2.7447e-05,2.4984e-05,3.2314e-05,3.4914e-05,5.505e-05
752,2.2564e-05,2.4164e-05,2.5764e-05,2.8964e-05,3.5364e-05,4.8165e-05,2.4562e-05,2.8271e-05,2.1876e-05,3.1318e-05,3.3942e-05,5.4088e-05
754,2.7092e-05,2.8706e-05,3.032e-05,3.3548e-05,4.0004e-05,5.2916e-05,2.5256e-05,2.8679e-05,2.1482e-05,3.069e-05,3.3692e-05,4.587e-05
756,2.5615e-05,2.6685e-05,2.7755e-05,2.9895e-05,3.4175e-05,4.2735e-05,2.6451e-05,2.7817e-05,2.3711e-05,3.1843e-05,2.835e-05,4.9938e-05
758,2.7403e-05,2.8529e-05,2.9656e-05,3.1909e-05,3.6414e-05,4.5425e-05,2.9451e-05,3.0401e-05,2.5592e-05,3.1171e-05,3.2402e-05,5.0882e-05
760,2.3925e-05,2.4918e-05,2.5912e-05,2.7899e-05,3.1873e-05,3.9821e-05,3.0357e-05,3.0594e-05,2.4521e-05,3.1473e-05,3.0802e-05,5.1922e-05
762,2.7535e-05,2.8545e-05,2.9555e-05,3.1575e-05,3.5615e-05,4.3695e-05,3.2359e-05,3.8878e-05,2.4675e-05,3.1021e-05,3.2514e-05,4.3281e-05
764,2.4861e-05,2.5719e-05,2.6577e-05,2.8292e-05,3.1723e-05,3.8585e-05,3.4628e-05,3.8782e-05,2.3791e-05,3.1913e-05,3.0928e-05,4.9193e-05
766,2.6536e-05,2.7865e-05,2.9195e-05,3.1855e-05,3.7173e-05,4.7811e-05,3.7163e-05,4.1332e-05,2.5465e-05,3.3534e-05,3.402e-05,4.8535e-05
768,2.8928e-05,3.0923e-05,3.2918e-05,3.6908e-05,4.4887e-05,6.0846e-05,3.5024e-05,4.187e-05,3.0868e-05,3.9141e-05,3.3872e-05,5.3963e-05
770,3.0001e-05,3.1466e-05,3.2931e-05,3.5861e-05,4.1721e-05,5.3441e-05,3.5226e-05,4.1262e-05,2.906e-05,3.8206e-05,3.6088e-05,5.223e-05
772,3.0552e-05,3.2955e-05,3.5359e-05,4.0165e-05,4.9777e-05,6.9003e-05,3.5527e-05,4.3922e-05,3.5251e-05,3.731e-05,3.789e-05,5.862e-05
774,3.4254e-05,3.6678e-05,3.9103e-05,4.3952e-05,5.365e-05,7.3047e-05,4.1131e-05,4.1908e-05,3.6922e-05,4.1766e-05,3.7959e-05,6.1861e-05
776,3.7525e-05,4.0852e-05,4.4179e-05,5.0834e-05,6.4143e-05,9.0762e-05,3.6037e-05,4.7442e-05,3.4074e-05,4.66e-05,3.9118e-05,6.4366e-05
778,3.9763e-05,4.2376e-05,4.4989e-05,5.0215e-05,6.0668e-05,8.1573e-05,4.6008e-05,4.5318e-05,3.9283e-05,4.9322e-05,4.5405e-05,6.5951e-05
780,4.0837e-05,4.491e-05,4.8982e-05,5.7127e-05,7.3417e-05,0.000106,4.5115e-05,4.6936e-05,4.5492e-05,5.1776e-05,4.7392e-05,7.2024e-05
